,Observation_ID,Station,Instrument,Center_Frequencies,Size_MB,File_Label,Start_UTC,End_UTC,Direct_Download_URL
85,166933,W1EUJ,RX888_Palomar,"10.000 MHz, 5.000 MHz, 2.500 MHz, 15.000 MHz, 20.000 MHz, 3.330 MHz, 7.850 MHz, 14.670 MHz",4.3379,OBS2026-05-17T00-00,2026-05-17 00:00:00,2026-05-17 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/166933/
86,166941,AC0G_B2,RX888-ka9q,"10.000 MHz, 5.000 MHz, 2.500 MHz, 15.000 MHz, 20.000 MHz, 3.330 MHz, 7.850 MHz, 14.670 MHz",19.3344,OBS2026-05-17T00-00,2026-05-17 00:00:00,2026-05-17 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/166941/
87,166944,N4RVE,RX888,"5.000 MHz, 2.500 MHz, 3.330 MHz",4.7422,OBS2026-05-17T00-00,2026-05-17 00:00:00,2026-05-17 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/166944/
88,166946,KV0S_MO,rx888,"10.000 MHz, 5.000 MHz, 2.500 MHz, 20.000 MHz, 25.000 MHz, 3.330 MHz, 7.850 MHz, 14.670 MHz",26.1746,OBS2026-05-17T00-00,2026-05-17 00:00:00,2026-05-17 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/166946/
89,166947,AC0G_ND,RX888_ND,"10.000 MHz, 5.000 MHz, 15.000 MHz, 20.000 MHz, 25.000 MHz, 3.330 MHz, 7.850 MHz, 14.670 MHz",30.1618,OBS2026-05-17T00-00,2026-05-17 00:00:00,2026-05-17 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/166947/
90,166949,WA2TP-2,RX888#1,"10.000 MHz, 5.000 MHz, 2.500 MHz, 15.000 MHz, 20.000 MHz, 3.330 MHz, 7.850 MHz, 14.670 MHz",33.0127,OBS2026-05-17T00-00,2026-05-17 00:00:00,2026-05-17 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/166949/
91,166950,G4HZX-Loop,RX888,"10.000 MHz, 5.000 MHz, 2.500 MHz, 15.000 MHz, 20.000 MHz, 3.330 MHz, 7.850 MHz, 14.670 MHz",21.4180,OBS2026-05-17T00-00,2026-05-17 00:00:00,2026-05-17 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/166950/
92,166952,K9TRV RX888-1,RX888,"10.000 MHz, 5.000 MHz, 2.500 MHz, 15.000 MHz, 20.000 MHz, 3.330 MHz, 7.850 MHz, 14.670 MHz",26.4447,OBS2026-05-17T00-00,2026-05-17 00:00:00,2026-05-17 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/166952/
93,166958,K9TRV-WSPR-RX888-2,RX888-mk2 #2,"10.000 MHz, 5.000 MHz, 2.500 MHz, 15.000 MHz, 20.000 MHz, 3.330 MHz, 7.850 MHz, 14.670 MHz",29.7643,OBS2026-05-17T00-00,2026-05-17 00:00:00,2026-05-17 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/166958/
94,166963,Marahau,RX888,"10.000 MHz, 5.000 MHz, 2.500 MHz, 15.000 MHz, 20.000 MHz, 3.330 MHz, 7.850 MHz, 14.670 MHz",16.4570,OBS2026-05-17T00-00,2026-05-17 00:00:00,2026-05-17 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/166963/
95,166966,K9TRV-WSPR-RX888-3,RX888-mk2 #3,"10.000 MHz, 5.000 MHz, 2.500 MHz, 15.000 MHz, 20.000 MHz, 3.330 MHz, 7.850 MHz, 14.670 MHz",29.8071,OBS2026-05-17T00-00,2026-05-17 00:00:00,2026-05-17 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/166966/
96,166980,JJmp,Wsprdaemon-Beel...,"10.000 MHz, 5.000 MHz, 2.500 MHz, 15.000 MHz, 20.000 MHz, 3.330 MHz, 7.850 MHz, 14.670 MHz",18.9416,OBS2026-05-17T00-00,2026-05-17 00:00:00,2026-05-17 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/166980/
97,166985,G4HZX-Main,RX888,"10.000 MHz, 5.000 MHz, 2.500 MHz, 15.000 MHz, 20.000 MHz, 3.330 MHz, 7.850 MHz, 14.670 MHz",19.5225,OBS2026-05-17T00-00,2026-05-17 00:00:00,2026-05-17 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/166985/
98,166989,CAZ_KE2FDW,RX-888 MK II - ...,"10.000 MHz, 5.000 MHz, 2.500 MHz, 15.000 MHz, 20.000 MHz, 3.330 MHz, 7.850 MHz, 14.670 MHz",26.7564,OBS2026-05-17T00-00,2026-05-17 00:00:00,2026-05-17 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/166989/
99,166990,g4zfq_Alan,RX888,"10.000 MHz, 5.000 MHz, 2.500 MHz, 15.000 MHz, 20.000 MHz, 3.330 MHz, 7.850 MHz, 14.670 MHz",17.1873,OBS2026-05-17T00-00,2026-05-17 00:00:00,2026-05-17 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/166990/
100,166994,N2YCH,RX888,"10.000 MHz, 5.000 MHz, 15.000 MHz, 20.000 MHz, 25.000 MHz, 3.330 MHz, 7.850 MHz, 14.670 MHz",30.7658,OBS2026-05-17T00-00,2026-05-17 00:00:00,2026-05-17 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/166994/
101,166995,K3LR,RX888,"10.000 MHz, 5.000 MHz, 2.500 MHz, 15.000 MHz, 20.000 MHz, 3.330 MHz, 7.850 MHz, 14.670 MHz",33.9861,OBS2026-05-17T00-00,2026-05-17 00:00:00,2026-05-17 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/166995/
102,167000,KFS_SW,RX888,"5.000 MHz, 2.500 MHz, 3.330 MHz",30.6691,OBS2026-05-17T00-00,2026-05-17 00:00:00,2026-05-17 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/167000/
103,166861,pa0rwt Grape-1 DRF,Flex-1500,14.670 MHz,34.1753,OBS2026-05-16T00-00,2026-05-16 00:00:00,2026-05-17 00:00:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/166861/
104,166868,KFS_NW,NW RX888,"10.000 MHz, 5.000 MHz, 2.500 MHz, 15.000 MHz, 20.000 MHz, 3.330 MHz, 7.850 MHz, 14.670 MHz",6.7310,OBS2026-05-16T00-00,2026-05-16 00:00:00,2026-05-16 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/166868/
105,166871,N4RVE,RX888,"5.000 MHz, 2.500 MHz, 3.330 MHz",4.4515,OBS2026-05-16T00-00,2026-05-16 00:00:00,2026-05-16 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/166871/
106,166876,W1EUJ,RX888_Palomar,"10.000 MHz, 5.000 MHz, 2.500 MHz, 15.000 MHz, 20.000 MHz, 3.330 MHz, 7.850 MHz, 14.670 MHz",4.2817,OBS2026-05-16T00-00,2026-05-16 00:00:00,2026-05-16 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/166876/
107,166879,AC0G_ND,RX888_ND,"10.000 MHz, 5.000 MHz, 15.000 MHz, 20.000 MHz, 25.000 MHz, 3.330 MHz, 7.850 MHz, 14.670 MHz",27.1682,OBS2026-05-16T00-00,2026-05-16 00:00:00,2026-05-16 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/166879/
108,166880,DP0GVN,WD-GRAPE,"10.000 MHz, 5.000 MHz, 2.500 MHz, 15.000 MHz, 20.000 MHz, 3.330 MHz, 7.850 MHz, 14.670 MHz",1.5313,OBS2026-05-16T00-00,2026-05-16 00:00:00,2026-05-16 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/166880/
109,166883,G4HZX-Main,RX888,"10.000 MHz, 5.000 MHz, 2.500 MHz, 15.000 MHz, 20.000 MHz, 3.330 MHz, 7.850 MHz, 14.670 MHz",18.1687,OBS2026-05-16T00-00,2026-05-16 00:00:00,2026-05-16 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/166883/
110,166884,KFS_SW,RX888,"5.000 MHz, 2.500 MHz, 3.330 MHz",2.8638,OBS2026-05-16T00-00,2026-05-16 00:00:00,2026-05-16 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/166884/
111,166885,KV0S_MO,rx888,"10.000 MHz, 5.000 MHz, 2.500 MHz, 20.000 MHz, 25.000 MHz, 3.330 MHz, 7.850 MHz, 14.670 MHz",25.0718,OBS2026-05-16T00-00,2026-05-16 00:00:00,2026-05-16 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/166885/
112,166886,K9TRV-WSPR-RX888-2,RX888-mk2 #2,"10.000 MHz, 5.000 MHz, 2.500 MHz, 15.000 MHz, 20.000 MHz, 3.330 MHz, 7.850 MHz, 14.670 MHz",28.4256,OBS2026-05-16T00-00,2026-05-16 00:00:00,2026-05-16 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/166886/
113,166888,K9TRV RX888-1,RX888,"10.000 MHz, 5.000 MHz, 2.500 MHz, 15.000 MHz, 20.000 MHz, 3.330 MHz, 7.850 MHz, 14.670 MHz",25.1351,OBS2026-05-16T00-00,2026-05-16 00:00:00,2026-05-16 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/166888/
114,166889,G4HZX-Loop,RX888,"10.000 MHz, 5.000 MHz, 2.500 MHz, 15.000 MHz, 20.000 MHz, 3.330 MHz, 7.850 MHz, 14.670 MHz",20.0993,OBS2026-05-16T00-00,2026-05-16 00:00:00,2026-05-16 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/166889/
115,166890,AC0G_B2,RX888-ka9q,"10.000 MHz, 5.000 MHz, 2.500 MHz, 15.000 MHz, 20.000 MHz, 3.330 MHz, 7.850 MHz, 14.670 MHz",17.3612,OBS2026-05-16T00-00,2026-05-16 00:00:00,2026-05-16 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/166890/
116,166894,K9TRV-WSPR-RX888-3,RX888-mk2 #3,"10.000 MHz, 5.000 MHz, 2.500 MHz, 15.000 MHz, 20.000 MHz, 3.330 MHz, 7.850 MHz, 14.670 MHz",28.5739,OBS2026-05-16T00-00,2026-05-16 00:00:00,2026-05-16 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/166894/
117,166896,Marahau,RX888,"10.000 MHz, 5.000 MHz, 2.500 MHz, 15.000 MHz, 20.000 MHz, 3.330 MHz, 7.850 MHz, 14.670 MHz",17.0425,OBS2026-05-16T00-00,2026-05-16 00:00:00,2026-05-16 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/166896/
118,166898,CAZ_KE2FDW,RX-888 MK II - ...,"10.000 MHz, 5.000 MHz, 2.500 MHz, 15.000 MHz, 20.000 MHz, 3.330 MHz, 7.850 MHz, 14.670 MHz",26.8385,OBS2026-05-16T00-00,2026-05-16 00:00:00,2026-05-16 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/166898/
119,166900,GB0PSC,RX888 Mk2,"10.000 MHz, 5.000 MHz, 2.500 MHz, 15.000 MHz, 20.000 MHz, 3.330 MHz, 7.850 MHz, 14.670 MHz",19.0471,OBS2026-05-16T00-00,2026-05-16 00:00:00,2026-05-16 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/166900/
120,166901,WA2TP-2,RX888#1,"10.000 MHz, 5.000 MHz, 2.500 MHz, 15.000 MHz, 20.000 MHz, 3.330 MHz, 7.850 MHz, 14.670 MHz",32.9034,OBS2026-05-16T00-00,2026-05-16 00:00:00,2026-05-16 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/166901/
121,166902,g4zfq_Alan,RX888,"10.000 MHz, 5.000 MHz, 2.500 MHz, 15.000 MHz, 20.000 MHz, 3.330 MHz, 7.850 MHz, 14.670 MHz",15.8347,OBS2026-05-16T00-00,2026-05-16 00:00:00,2026-05-16 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/166902/
122,166906,K3LR,RX888,"10.000 MHz, 5.000 MHz, 2.500 MHz, 15.000 MHz, 20.000 MHz, 3.330 MHz, 7.850 MHz, 14.670 MHz",33.0201,OBS2026-05-16T00-00,2026-05-16 00:00:00,2026-05-16 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/166906/
123,166910,N2YCH,RX888,"10.000 MHz, 5.000 MHz, 15.000 MHz, 20.000 MHz, 25.000 MHz, 3.330 MHz, 7.850 MHz, 14.670 MHz",30.7245,OBS2026-05-16T00-00,2026-05-16 00:00:00,2026-05-16 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/166910/
124,166911,JJmp,Wsprdaemon-Beel...,"10.000 MHz, 5.000 MHz, 2.500 MHz, 15.000 MHz, 20.000 MHz, 3.330 MHz, 7.850 MHz, 14.670 MHz",17.5132,OBS2026-05-16T00-00,2026-05-16 00:00:00,2026-05-16 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/166911/
125,166797,pa0rwt Grape-1 DRF,Flex-1500,14.670 MHz,34.1650,OBS2026-05-15T00-00,2026-05-15 00:00:00,2026-05-15 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/166797/
126,166801,W1EUJ,RX888_Palomar,"10.000 MHz, 5.000 MHz, 2.500 MHz, 15.000 MHz, 20.000 MHz, 3.330 MHz, 7.850 MHz, 14.670 MHz",4.4141,OBS2026-05-15T00-00,2026-05-15 00:00:00,2026-05-15 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/166801/
127,166804,AC0G_B2,RX888-ka9q,"10.000 MHz, 5.000 MHz, 2.500 MHz, 15.000 MHz, 20.000 MHz, 3.330 MHz, 7.850 MHz, 14.670 MHz",20.1077,OBS2026-05-15T00-00,2026-05-15 00:00:00,2026-05-15 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/166804/
128,166812,KFS_NW,NW RX888,"10.000 MHz, 5.000 MHz, 2.500 MHz, 15.000 MHz, 20.000 MHz, 3.330 MHz, 7.850 MHz, 14.670 MHz",7.2038,OBS2026-05-15T00-00,2026-05-15 00:00:00,2026-05-15 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/166812/
129,166814,N4RVE,RX888,"5.000 MHz, 2.500 MHz, 3.330 MHz",4.9067,OBS2026-05-15T00-00,2026-05-15 00:00:00,2026-05-15 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/166814/
130,166818,WA2TP-2,RX888#1,"10.000 MHz, 5.000 MHz, 2.500 MHz, 15.000 MHz, 20.000 MHz, 3.330 MHz, 7.850 MHz, 14.670 MHz",36.1622,OBS2026-05-15T00-00,2026-05-15 00:00:00,2026-05-15 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/166818/
131,166819,AC0G_ND,RX888_ND,"10.000 MHz, 5.000 MHz, 15.000 MHz, 20.000 MHz, 25.000 MHz, 3.330 MHz, 7.850 MHz, 14.670 MHz",29.9969,OBS2026-05-15T00-00,2026-05-15 00:00:00,2026-05-15 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/166819/
132,166821,JJmp,Wsprdaemon-Beel...,"10.000 MHz, 5.000 MHz, 2.500 MHz, 15.000 MHz, 20.000 MHz, 3.330 MHz, 7.850 MHz, 14.670 MHz",22.8018,OBS2026-05-15T00-00,2026-05-15 00:00:00,2026-05-15 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/166821/
133,166822,K9TRV RX888-1,RX888,"10.000 MHz, 5.000 MHz, 2.500 MHz, 15.000 MHz, 20.000 MHz, 3.330 MHz, 7.850 MHz, 14.670 MHz",27.9003,OBS2026-05-15T00-00,2026-05-15 00:00:00,2026-05-15 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/166822/
134,166823,G4HZX-Loop,RX888,"10.000 MHz, 5.000 MHz, 2.500 MHz, 15.000 MHz, 20.000 MHz, 3.330 MHz, 7.850 MHz, 14.670 MHz",23.1932,OBS2026-05-15T00-00,2026-05-15 00:00:00,2026-05-15 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/166823/
135,166825,K9TRV-WSPR-RX888-3,RX888-mk2 #3,"10.000 MHz, 5.000 MHz, 2.500 MHz, 15.000 MHz, 20.000 MHz, 3.330 MHz, 7.850 MHz, 14.670 MHz",31.1203,OBS2026-05-15T00-00,2026-05-15 00:00:00,2026-05-15 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/166825/
136,166828,KV0S_MO,rx888,"10.000 MHz, 5.000 MHz, 2.500 MHz, 20.000 MHz, 25.000 MHz, 3.330 MHz, 7.850 MHz, 14.670 MHz",26.7469,OBS2026-05-15T00-00,2026-05-15 00:00:00,2026-05-15 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/166828/
137,166832,G4HZX-Main,RX888,"10.000 MHz, 5.000 MHz, 2.500 MHz, 15.000 MHz, 20.000 MHz, 3.330 MHz, 7.850 MHz, 14.670 MHz",21.6600,OBS2026-05-15T00-00,2026-05-15 00:00:00,2026-05-15 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/166832/
138,166833,K9TRV-WSPR-RX888-2,RX888-mk2 #2,"10.000 MHz, 5.000 MHz, 2.500 MHz, 15.000 MHz, 20.000 MHz, 3.330 MHz, 7.850 MHz, 14.670 MHz",31.0760,OBS2026-05-15T00-00,2026-05-15 00:00:00,2026-05-15 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/166833/
139,166834,CAZ_KE2FDW,RX-888 MK II - ...,"10.000 MHz, 5.000 MHz, 2.500 MHz, 15.000 MHz, 20.000 MHz, 3.330 MHz, 7.850 MHz, 14.670 MHz",29.4976,OBS2026-05-15T00-00,2026-05-15 00:00:00,2026-05-15 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/166834/
140,166835,GB0PSC,RX888 Mk2,"10.000 MHz, 5.000 MHz, 2.500 MHz, 15.000 MHz, 20.000 MHz, 3.330 MHz, 7.850 MHz, 14.670 MHz",22.7604,OBS2026-05-15T00-00,2026-05-15 00:00:00,2026-05-15 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/166835/
141,166838,Marahau,RX888,"10.000 MHz, 5.000 MHz, 2.500 MHz, 15.000 MHz, 20.000 MHz, 3.330 MHz, 7.850 MHz, 14.670 MHz",17.3910,OBS2026-05-15T00-00,2026-05-15 00:00:00,2026-05-15 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/166838/
142,166840,N2YCH,RX888,"10.000 MHz, 5.000 MHz, 15.000 MHz, 20.000 MHz, 25.000 MHz, 3.330 MHz, 7.850 MHz, 14.670 MHz",33.5672,OBS2026-05-15T00-00,2026-05-15 00:00:00,2026-05-15 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/166840/
143,166842,K3LR,RX888,"10.000 MHz, 5.000 MHz, 2.500 MHz, 15.000 MHz, 20.000 MHz, 3.330 MHz, 7.850 MHz, 14.670 MHz",36.0016,OBS2026-05-15T00-00,2026-05-15 00:00:00,2026-05-15 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/166842/
144,166845,g4zfq_Alan,RX888,"10.000 MHz, 5.000 MHz, 2.500 MHz, 15.000 MHz, 20.000 MHz, 3.330 MHz, 7.850 MHz, 14.670 MHz",18.9260,OBS2026-05-15T00-00,2026-05-15 00:00:00,2026-05-15 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/166845/
145,167129,DP0GVN,WD-GRAPE,"10.000 MHz, 5.000 MHz, 2.500 MHz, 15.000 MHz, 20.000 MHz, 3.330 MHz, 7.850 MHz, 14.670 MHz",0.8684,OBS2026-05-15T00-00,2026-05-15 00:00:00,2026-05-15 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/167129/
146,166733,pa0rwt Grape-1 DRF,Flex-1500,14.670 MHz,34.1753,OBS2026-05-14T00-00,2026-05-14 00:00:00,2026-05-15 00:00:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/166733/
147,166735,Marahau,RX888,"10.000 MHz, 5.000 MHz, 2.500 MHz, 15.000 MHz, 20.000 MHz, 3.330 MHz, 7.850 MHz, 14.670 MHz",0.6466,OBS2026-05-14T00-00,2026-05-14 00:00:00,2026-05-14 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/166735/
148,166739,N4RVE,RX888,"5.000 MHz, 2.500 MHz, 3.330 MHz",2.4804,OBS2026-05-14T00-00,2026-05-14 00:00:00,2026-05-14 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/166739/
149,166743,W1EUJ,RX888_Palomar,"10.000 MHz, 5.000 MHz, 2.500 MHz, 15.000 MHz, 20.000 MHz, 3.330 MHz, 7.850 MHz, 14.670 MHz",4.1889,OBS2026-05-14T00-00,2026-05-14 00:00:00,2026-05-14 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/166743/
150,166748,KFS_NW,NW RX888,"10.000 MHz, 5.000 MHz, 2.500 MHz, 15.000 MHz, 20.000 MHz, 3.330 MHz, 7.850 MHz, 14.670 MHz",6.9498,OBS2026-05-14T00-00,2026-05-14 00:00:00,2026-05-14 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/166748/
151,166752,G4HZX-Main,RX888,"10.000 MHz, 5.000 MHz, 2.500 MHz, 15.000 MHz, 20.000 MHz, 3.330 MHz, 7.850 MHz, 14.670 MHz",9.2192,OBS2026-05-14T00-00,2026-05-14 00:00:00,2026-05-14 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/166752/
152,166754,AC0G_ND,RX888_ND,"10.000 MHz, 5.000 MHz, 15.000 MHz, 20.000 MHz, 25.000 MHz, 3.330 MHz, 7.850 MHz, 14.670 MHz",30.3037,OBS2026-05-14T00-00,2026-05-14 00:00:00,2026-05-14 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/166754/
153,166755,AC0G_B2,RX888-ka9q,"10.000 MHz, 5.000 MHz, 2.500 MHz, 15.000 MHz, 20.000 MHz, 3.330 MHz, 7.850 MHz, 14.670 MHz",20.3180,OBS2026-05-14T00-00,2026-05-14 00:00:00,2026-05-14 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/166755/
154,166756,KV0S_MO,rx888,"10.000 MHz, 5.000 MHz, 2.500 MHz, 20.000 MHz, 25.000 MHz, 3.330 MHz, 7.850 MHz, 14.670 MHz",27.0001,OBS2026-05-14T00-00,2026-05-14 00:00:00,2026-05-14 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/166756/
155,166757,K9TRV RX888-1,RX888,"10.000 MHz, 5.000 MHz, 2.500 MHz, 15.000 MHz, 20.000 MHz, 3.330 MHz, 7.850 MHz, 14.670 MHz",27.5269,OBS2026-05-14T00-00,2026-05-14 00:00:00,2026-05-14 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/166757/
156,166760,K9TRV-WSPR-RX888-2,RX888-mk2 #2,"10.000 MHz, 5.000 MHz, 2.500 MHz, 15.000 MHz, 20.000 MHz, 3.330 MHz, 7.850 MHz, 14.670 MHz",30.7343,OBS2026-05-14T00-00,2026-05-14 00:00:00,2026-05-14 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/166760/
157,166765,WA2TP-2,RX888#1,"10.000 MHz, 5.000 MHz, 2.500 MHz, 15.000 MHz, 20.000 MHz, 3.330 MHz, 7.850 MHz, 14.670 MHz",35.7344,OBS2026-05-14T00-00,2026-05-14 00:00:00,2026-05-14 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/166765/
158,166767,K9TRV-WSPR-RX888-3,RX888-mk2 #3,"10.000 MHz, 5.000 MHz, 2.500 MHz, 15.000 MHz, 20.000 MHz, 3.330 MHz, 7.850 MHz, 14.670 MHz",30.6953,OBS2026-05-14T00-00,2026-05-14 00:00:00,2026-05-14 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/166767/
159,166768,JJmp,Wsprdaemon-Beel...,"10.000 MHz, 5.000 MHz, 2.500 MHz, 15.000 MHz, 20.000 MHz, 3.330 MHz, 7.850 MHz, 14.670 MHz",21.8615,OBS2026-05-14T00-00,2026-05-14 00:00:00,2026-05-14 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/166768/
160,166769,G4HZX-Loop,RX888,"10.000 MHz, 5.000 MHz, 2.500 MHz, 15.000 MHz, 20.000 MHz, 3.330 MHz, 7.850 MHz, 14.670 MHz",22.8610,OBS2026-05-14T00-00,2026-05-14 00:00:00,2026-05-14 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/166769/
161,166770,N2YCH,RX888,"10.000 MHz, 5.000 MHz, 15.000 MHz, 20.000 MHz, 25.000 MHz, 3.330 MHz, 7.850 MHz, 14.670 MHz",33.0036,OBS2026-05-14T00-00,2026-05-14 00:00:00,2026-05-14 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/166770/
162,166771,GB0PSC,RX888 Mk2,"10.000 MHz, 5.000 MHz, 2.500 MHz, 15.000 MHz, 20.000 MHz, 3.330 MHz, 7.850 MHz, 14.670 MHz",22.4999,OBS2026-05-14T00-00,2026-05-14 00:00:00,2026-05-14 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/166771/
163,166773,g4zfq_Alan,RX888,"10.000 MHz, 5.000 MHz, 2.500 MHz, 15.000 MHz, 20.000 MHz, 3.330 MHz, 7.850 MHz, 14.670 MHz",18.8156,OBS2026-05-14T00-00,2026-05-14 00:00:00,2026-05-14 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/166773/
164,166777,K3LR,RX888,"10.000 MHz, 5.000 MHz, 2.500 MHz, 15.000 MHz, 20.000 MHz, 3.330 MHz, 7.850 MHz, 14.670 MHz",35.8437,OBS2026-05-14T00-00,2026-05-14 00:00:00,2026-05-14 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/166777/
165,166779,CAZ_KE2FDW,RX-888 MK II - ...,"10.000 MHz, 5.000 MHz, 2.500 MHz, 15.000 MHz, 20.000 MHz, 3.330 MHz, 7.850 MHz, 14.670 MHz",28.9720,OBS2026-05-14T00-00,2026-05-14 00:00:00,2026-05-14 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/166779/
166,166784,DP0GVN,WD-GRAPE,"10.000 MHz, 5.000 MHz, 2.500 MHz, 15.000 MHz, 20.000 MHz, 3.330 MHz, 7.850 MHz, 14.670 MHz",0.5959,OBS2026-05-14T00-00,2026-05-14 00:00:00,2026-05-14 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/166784/
167,166666,pa0rwt Grape-1 DRF,Flex-1500,14.670 MHz,34.1650,OBS2026-05-13T00-00,2026-05-13 00:00:00,2026-05-13 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/166666/
168,166678,KFS_SE,rx888,"5.000 MHz, 2.500 MHz, 3.330 MHz",2.1743,OBS2026-05-13T00-00,2026-05-13 00:00:00,2026-05-13 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/166678/
169,166679,N4RVE,RX888,"5.000 MHz, 2.500 MHz, 3.330 MHz",8.8249,OBS2026-05-13T00-00,2026-05-13 00:00:00,2026-05-13 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/166679/
