Observation_ID,Station,Instrument,Center_Frequencies,Size_MB,File_Label,Start_UTC,End_UTC,Direct_Download_URL,Scraped_Page
105444,K9TRV-WSPR-RX888-3,RX888-mk2 #3,"10.000 MHz, 5.000 MHz, 2.500 MHz, 15.000 MHz, 20.000 MHz, 3.330 MHz, 7.850 MHz, 14.670 MHz",27.7380,OBS2025-08-14T00-00,2025-08-14 00:00:00,2025-08-14 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/105444/,292
105445,K9TRV RX888-1,RX888,"10.000 MHz, 5.000 MHz, 2.500 MHz, 15.000 MHz, 20.000 MHz, 3.330 MHz, 7.850 MHz, 14.670 MHz",26.7556,OBS2025-08-14T00-00,2025-08-14 00:00:00,2025-08-14 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/105445/,292
105446,JJmp,Wsprdaemon-Beel...,"10.000 MHz, 5.000 MHz, 2.500 MHz, 15.000 MHz, 20.000 MHz, 3.330 MHz, 7.850 MHz, 14.670 MHz",21.0313,OBS2025-08-14T00-00,2025-08-14 00:00:00,2025-08-14 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/105446/,292
105450,CAZ_KE2FDW,RX-888 MK II - ...,"10.000 MHz, 5.000 MHz, 2.500 MHz, 15.000 MHz, 20.000 MHz, 3.330 MHz, 7.850 MHz, 14.670 MHz",28.0458,OBS2025-08-14T00-00,2025-08-14 00:00:00,2025-08-14 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/105450/,293
105453,w2naf-rx888-sas,rx888,"10.000 MHz, 5.000 MHz, 2.500 MHz, 15.000 MHz, 20.000 MHz, 3.330 MHz, 7.850 MHz, 14.670 MHz",29.3622,OBS2025-08-14T00-00,2025-08-14 00:00:00,2025-08-14 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/105453/,293
105456,NJIT-Demo,RX-888-2,"10.000 MHz, 5.000 MHz, 2.500 MHz, 15.000 MHz, 20.000 MHz, 3.330 MHz, 7.850 MHz, 14.670 MHz",16.9995,OBS2025-08-14T00-00,2025-08-14 00:00:00,2025-08-14 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/105456/,293
105459,Marahau,RX888,"10.000 MHz, 5.000 MHz, 2.500 MHz, 15.000 MHz, 20.000 MHz, 3.330 MHz, 7.850 MHz, 14.670 MHz",17.6222,OBS2025-08-14T00-00,2025-08-14 00:00:00,2025-08-14 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/105459/,293
105461,K3LR,RX888,"10.000 MHz, 5.000 MHz, 2.500 MHz, 15.000 MHz, 20.000 MHz, 3.330 MHz, 7.850 MHz, 14.670 MHz",24.6291,OBS2025-08-14T00-00,2025-08-14 00:00:00,2025-08-14 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/105461/,293
105464,g4zfq_Alan,RX888,"10.000 MHz, 5.000 MHz, 2.500 MHz, 15.000 MHz, 20.000 MHz, 3.330 MHz, 7.850 MHz, 14.670 MHz",20.4721,OBS2025-08-14T00-00,2025-08-14 00:00:00,2025-08-14 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/105464/,293
105465,KFS_OMNI,KFS_Omni,"5.000 MHz, 2.500 MHz, 3.330 MHz",38.0061,OBS2025-08-14T00-00,2025-08-14 00:00:00,2025-08-14 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/105465/,293
105466,K9TRV-WSPR-RX888-2,RX888-mk2 #2,"10.000 MHz, 5.000 MHz, 2.500 MHz, 15.000 MHz, 20.000 MHz, 3.330 MHz, 7.850 MHz, 14.670 MHz",30.0117,OBS2025-08-14T00-00,2025-08-14 00:00:00,2025-08-14 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/105466/,293
105472,KFS_SW,RX888,"5.000 MHz, 2.500 MHz, 3.330 MHz",6.8117,OBS2025-08-14T00-00,2025-08-14 00:00:00,2025-08-14 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/105472/,294
128881,N8OBJ Node 1032,Grape 2,3.330 MHz,3.5448,2025-08-14T000000Z_N0001032_G2R1_EN91fh_FRQ_CHU3.csv,2025-08-14 00:00:00,2025-08-14 00:00:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/128881/,294
128882,N8OBJ Node 1032,Grape 2,7.850 MHz,3.5448,2025-08-14T000000Z_N0001032_G2R2_EN91fh_FRQ_CHU7.csv,2025-08-14 00:00:00,2025-08-14 00:00:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/128882/,294
128883,N8OBJ Node 1032,Grape 2,14.670 MHz,3.6291,2025-08-14T000000Z_N0001032_G2R3_EN91fh_FRQ_CHU14.csv,2025-08-14 00:00:00,2025-08-14 00:00:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/128883/,294
105347,AC0G_ND,RX888_ND,"10.000 MHz, 5.000 MHz, 2.500 MHz, 15.000 MHz, 20.000 MHz, 3.330 MHz, 7.850 MHz, 14.670 MHz",1.8609,OBS2025-08-13T00-00,2025-08-13 00:00:00,2025-08-13 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/105347/,294
105348,WPHAM,RX888 w/ TAPR m...,"10.000 MHz, 5.000 MHz, 2.500 MHz, 15.000 MHz, 20.000 MHz, 3.330 MHz, 7.850 MHz, 14.670 MHz",4.1788,OBS2025-08-13T00-00,2025-08-13 00:00:00,2025-08-13 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/105348/,294
105349,ADKSILO,SiloRX888,"10.000 MHz, 5.000 MHz, 2.500 MHz, 15.000 MHz, 20.000 MHz, 3.330 MHz, 7.850 MHz, 14.670 MHz",22.3451,OBS2025-08-13T00-00,2025-08-13 00:00:00,2025-08-13 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/105349/,294
105351,pa0rwt Grape-1 DRF,Flex-1500,14.670 MHz,34.1651,OBS2025-08-13T00-00,2025-08-13 00:00:00,2025-08-13 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/105351/,294
105352,Maasbree,Receiver,"10.000 MHz, 5.000 MHz, 2.500 MHz, 15.000 MHz, 20.000 MHz, 3.330 MHz, 7.850 MHz, 14.670 MHz",12.2933,OBS2025-08-13T00-00,2025-08-13 00:00:00,2025-08-13 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/105352/,295
105354,AC0G_B1,RX888,"10.000 MHz, 5.000 MHz, 2.500 MHz, 15.000 MHz, 20.000 MHz, 3.330 MHz, 7.850 MHz, 14.670 MHz",35.2282,OBS2025-08-13T00-00,2025-08-13 00:00:00,2025-08-13 23:59:00,https://pswsnetwork.eng.ua.edu/observations/select_download_range/105354/,295
